rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,country code,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,,intl_stu_dec,intl_val,stu_val,female,male,stu_rank,stu_rank_a
1599,Dumlupinar University,9.7–22.7,15990,10.9,1897,7.8,1889,23.3,1600,19.8,1542,38.5,1169,master_account,0,/world-university-rankings/dumlupinar-university,,Turkey,"44,749",44.4,19%,40 : 60,Dumlupinar University,"Business & Management,General Engineering,Sport Science,Education,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Accounting & Finance,History, Philosophy & Theology,Biological Sciences,Civil Engineering,Economics & Econometrics,Sociology,Geology, Environmental, Earth & Marine Sciences,Architecture,Archaeology,Physics & Astronomy,Art, Performing Arts & Design,Electrical & Electronic Engineering",FALSE,FALSE,FALSE,,,0.19,8502.31,44749,40,0,158,2515
1600,Dunarea de Jos University of Galati,9.7–22.7,16000,19.8,1388,9.2,1756,17.5,1720,16.4,1815,46.1,926,master_account,0,/world-university-rankings/dunarea-de-jos-university-galati,,Romania,"12,481",16,22%,58:42:00,Dunarea de Jos University of Galati,"Computer Science,Sport Science,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Mathematics & Statistics,Veterinary Science,Other Health,Chemistry,Economics & Econometrics,Art, Performing Arts & Design,Agriculture & Forestry,Sociology,General Engineering,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemical Engineering,Accounting & Finance,Languages, Literature & Linguistics,Biological Sciences,Law,Medicine & Dentistry,Physics & Astronomy,Education",FALSE,FALSE,FALSE,,,0.22,2745.82,12481,58,42,1364,1309
1601,EAFIT University,9.7–22.7,16010,17,1621,11,1521,16.5,1738,16.5,1804,44.7,966,master_account,0,/world-university-rankings/eafit-university,,Colombia,"11,298",18.8,1%,44:56:00,EAFIT University,"Biological Sciences,Civil Engineering,Languages, Literature & Linguistics,Psychology,Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,History, Philosophy & Theology,Chemical Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Sociology,Business & Management,Computer Science,Physics & Astronomy,Accounting & Finance,Politics & International Studies (incl Development Studies),Law,General Engineering,Communication & Media Studies",FALSE,FALSE,FALSE,,,0.01,112.98,11298,44,56,1464,1209
1602,El Bosque University,9.7–22.7,16020,23.7,1100,9.3,1744,20,1676,16.9,1761,46.6,910,master_account,0,/world-university-rankings/el-bosque-university,,Colombia,"12,702",6.8,2%,62:38:00,El Bosque University,"Business & Management,Electrical & Electronic Engineering,Economics & Econometrics,Politics & International Studies (incl Development Studies),Accounting & Finance,Sport Science,Mathematics & Statistics,Law,Medicine & Dentistry,Education,Communication & Media Studies,Art, Performing Arts & Design,General Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Psychology,Biological Sciences",FALSE,FALSE,FALSE,,,0.02,254.04,12702,62,38,1346,1326
1603,Erzincan Binali Yıldırım University,9.7–22.7,16030,12,1875,8.7,1825,37.6,1263,16.6,1793,23.7,1750,master_account,0,/world-university-rankings/erzincan-binali-yildirim-university,,Turkey,"24,096",21.9,4%,49:51:00,Erzincan Binali Yıldırım University,"History, Philosophy & Theology,Sport Science,Sociology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Accounting & Finance,Civil Engineering,Mechanical & Aerospace Engineering,Chemistry,Economics & Econometrics,Law,Business & Management,Biological Sciences,Psychology,Computer Science,Mathematics & Statistics,Medicine & Dentistry,Geography,Other Health,Education,Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering",FALSE,FALSE,FALSE,,,0.04,963.84,24096,49,51,665,2008
1604,Escuela Politécnica Nacional,9.7–22.7,16040,18.2,1535,9.4,1728,29,1470,18.6,1617,52.1,735,master_account,0,/world-university-rankings/escuela-politecnica-nacional,,Ecuador,"7,458",13.2,1%,28 : 72,Escuela Politécnica Nacional,"Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Civil Engineering,Business & Management,General Engineering,Agriculture & Forestry,Physics & Astronomy,Computer Science,Economics & Econometrics,Chemical Engineering",FALSE,FALSE,FALSE,,,0.01,74.58,7458,28,0,1862,811
1605,Eskişehir Osmangazi University,9.7–22.7,16050,21.5,1262,16.6,999,20.5,1669,19.2,1572,27,1613,master_account,0,/world-university-rankings/eskisehir-osmangazi-university,,Turkey,"30,301",17.5,7%,45:55:00,Eskişehir Osmangazi University,"Architecture,Electrical & Electronic Engineering,Sport Science,Law,Other Health,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Accounting & Finance,Medicine & Dentistry,Chemistry,Economics & Econometrics,General Engineering,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Chemical Engineering,Education,History, Philosophy & Theology,Biological Sciences,Sociology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Psychology,Mechanical & Aerospace Engineering,Mathematics & Statistics,Computer Science,Communication & Media Studies,Business & Management,Veterinary Science,Geography",FALSE,FALSE,FALSE,,,0.07,2121.07,30301,45,55,449,2224
1606,Universidade do Estado de Santa Catarina,9.7–22.7,16060,26.5,909,11,1522,15.7,1752,17,1753,21.2,1835,master_account,0,/world-university-rankings/universidade-do-estado-de-santa-catarina,,Brazil,"12,417",11.5,1%,54:46:00,Universidade do Estado de Santa Catarina,"Chemical Engineering,Other Health,Mechanical & Aerospace Engineering,Biological Sciences,Business & Management,Education,Veterinary Science,History, Philosophy & Theology,Electrical & Electronic Engineering,Civil Engineering,Architecture,Geography,Accounting & Finance,General Engineering,Economics & Econometrics,Computer Science,Agriculture & Forestry,Art, Performing Arts & Design,Sport Science",FALSE,FALSE,FALSE,,,0.01,124.17,12417,54,46,1369,1304
1607,Universidade Estadual do Norte Fluminense Darcy Ribeiro,9.7–22.7,16070,21.1,1293,10.9,1535,21.6,1644,22.3,1427,34.5,1336,master_account,0,/world-university-rankings/universidade-estadual-do-norte-fluminense-darcy-ribeiro,,Brazil,"7,105",22.8,0%,61:39:00,Universidade Estadual do Norte Fluminense Darcy Ribeiro,"Mathematics & Statistics,Languages, Literature & Linguistics,Chemistry,Computer Science,Veterinary Science,Physics & Astronomy,Biological Sciences,Sociology,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Education",FALSE,FALSE,FALSE,,,0,0,7105,61,39,1896,777
1608,Universidade Estadual de Maringá,9.7–22.7,16080,28.9,747,13.8,1224,20.2,1671,21.2,1472,22,1808,master_account,0,/world-university-rankings/universidade-estadual-de-maringa,,Brazil,"18,706",12.2,0%,53:47:00,Universidade Estadual de Maringá,"Other Health,Veterinary Science,Civil Engineering,Communication & Media Studies,Economics & Econometrics,Computer Science,Physics & Astronomy,Architecture,Biological Sciences,History, Philosophy & Theology,Agriculture & Forestry,Geography,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Law,Medicine & Dentistry,Sport Science,General Engineering,Mathematics & Statistics,Education,Art, Performing Arts & Design,Chemical Engineering,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Sociology,Business & Management,Psychology",FALSE,FALSE,FALSE,,,0,0,18706,53,47,934,1739
1609,Universidade Estadual do Oeste do Paraná (Unioeste),9.7–22.7,16090,27.6,830,9.8,1668,7.4,1887,17.2,1734,20.4,1853,master_account,0,/world-university-rankings/universidade-estadual-do-oeste-do-parana-unioeste,,Brazil,"12,529",9.9,0%,60:40:00,Universidade Estadual do Oeste do Paraná (Unioeste),"Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Law,Computer Science,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences,Accounting & Finance,History, Philosophy & Theology,Sport Science,Economics & Econometrics,Civil Engineering,Sociology,General Engineering,Geography,Other Health,Veterinary Science,Business & Management,Languages, Literature & Linguistics,Chemical Engineering,Education,Mechanical & Aerospace Engineering,Chemistry",FALSE,FALSE,FALSE,,,0,0,12529,60,40,1360,1313
1610,"Federal University of Agriculture, Abeokuta",9.7–22.7,16100,15.6,1724,8,1879,24.5,1573,17,1754,31.4,1446,master_account,0,/world-university-rankings/federal-university-agriculture-abeokuta-0,,Nigeria,"17,433",26.5,0%,52:48:00,"Federal University of Agriculture, Abeokuta","Veterinary Science,Agriculture & Forestry,General Engineering,Chemistry,Biological Sciences,Mathematics & Statistics,Computer Science,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Business & Management,Economics & Econometrics,Civil Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies,Accounting & Finance",FALSE,FALSE,FALSE,,,0,0,17433,52,48,1012,1661
1611,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),9.7–22.7,16110,21.2,1285,12.8,1324,25.1,1557,21.2,1473,26.1,1660,master_account,0,/world-university-rankings/universidade-federal-de-ciencias-da-saude-de-porto-alegre-ufcspa,,Brazil,"4,183",11.6,1%,70:30:00,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),"Physics & Astronomy,Psychology,Biological Sciences,Business & Management,Medicine & Dentistry,Education,Other Health,Chemistry",FALSE,FALSE,FALSE,,,0.01,41.83,4183,70,30,2250,423
1612,Federal University of Itajubá,9.7–22.7,16120,17.7,1580,9.6,1698,21.3,1651,20.5,1509,28,1575,master_account,0,/world-university-rankings/federal-university-itajuba,,Brazil,"8,608",17.3,1%,30 : 70,Federal University of Itajubá,"Electrical & Electronic Engineering,Computer Science,Mechanical & Aerospace Engineering,Chemical Engineering,Biological Sciences,Chemistry,Mathematics & Statistics,Civil Engineering,Business & Management,General Engineering,Physics & Astronomy",FALSE,FALSE,FALSE,,,0.01,86.08,8608,30,0,1736,937
1613,Universidade Federal de Juiz de Fora,9.7–22.7,16130,18.5,1505,12.1,1398,27.5,1505,18.6,1618,29.8,1500,master_account,0,/world-university-rankings/universidade-federal-de-juiz-de-fora,,Brazil,"26,483",16.6,0%,50:50:00,Universidade Federal de Juiz de Fora,"Chemistry,General Engineering,Psychology,Accounting & Finance,Sociology,Medicine & Dentistry,Veterinary Science,Law,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,History, Philosophy & Theology,Physics & Astronomy,Communication & Media Studies,Biological Sciences,Education,Sport Science,Other Health,Civil Engineering,Geography,Art, Performing Arts & Design,Computer Science,Architecture,Economics & Econometrics",FALSE,FALSE,FALSE,,,0,0,26483,50,50,582,2091
1614,Universidade Federal do Maranhão (UFMA),9.7–22.7,16140,15.2,1741,10.3,1608,14.5,1775,18.7,1609,23.2,1769,master_account,0,/world-university-rankings/universidade-federal-do-maranhao-ufma,,Brazil,"37,016",19.2,0%,51:49:00,Universidade Federal do Maranhão (UFMA),"Art, Performing Arts & Design,Chemical Engineering,Sociology,Civil Engineering,Education,Electrical & Electronic Engineering,Biological Sciences,Geography,Mechanical & Aerospace Engineering,Communication & Media Studies,Psychology,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Medicine & Dentistry,Agriculture & Forestry,Law,History, Philosophy & Theology,Sport Science,Accounting & Finance,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Physics & Astronomy,Other Health,Chemistry",FALSE,FALSE,FALSE,,,0,0,37016,51,49,265,2408
1615,Federal University of Mato Grosso do Sul,9.7–22.7,16150,21.4,1275,11.7,1435,22.3,1627,33,1128,28.9,1546,master_account,0,/world-university-rankings/federal-university-mato-grosso-do-sul,,Brazil,"26,725",15,1%,55:45:00,Federal University of Mato Grosso do Sul,"Civil Engineering,Sociology,Languages, Literature & Linguistics,Biological Sciences,Economics & Econometrics,General Engineering,Veterinary Science,Education,Art, Performing Arts & Design,Chemical Engineering,Business & Management,Medicine & Dentistry,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Geography,Sport Science,Architecture,Chemistry,Agriculture & Forestry,Accounting & Finance,Computer Science,Physics & Astronomy,Psychology,Other Health,Mathematics & Statistics,Law",FALSE,FALSE,FALSE,,,0.01,267.25,26725,55,45,576,2097
1616,Universidade Federal de Ouro Preto (UFOP),9.7–22.7,16160,22.1,1222,12,1406,20.7,1663,25.5,1316,24.7,1714,master_account,0,/world-university-rankings/universidade-federal-de-ouro-preto-ufop,,Brazil,"14,799",16.3,1%,49:51:00,Universidade Federal de Ouro Preto (UFOP),"Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,General Engineering,Law,Mechanical & Aerospace Engineering,Communication & Media Studies,Civil Engineering,Physics & Astronomy,Medicine & Dentistry,Sociology,Art, Performing Arts & Design,Biological Sciences,Education,Computer Science,Chemistry,History, Philosophy & Theology,Sport Science,Business & Management,Architecture,Mathematics & Statistics,Economics & Econometrics,Languages, Literature & Linguistics,Geography",FALSE,FALSE,FALSE,,,0.01,147.99,14799,49,51,1186,1487
1617,Federal University of Pará,9.7–22.7,16170,22.6,1175,11.7,1436,21.3,1652,21.7,1452,26.8,1620,master_account,0,/world-university-rankings/federal-university-para,,Brazil,"46,837",17.7,0%,52:48:00,Federal University of Pará,"Civil Engineering,Sociology,Chemistry,Archaeology,Biological Sciences,Communication & Media Studies,Education,Business & Management,Economics & Econometrics,Accounting & Finance,Chemical Engineering,Art, Performing Arts & Design,Psychology,Architecture,Other Health,Physics & Astronomy,General Engineering,Electrical & Electronic Engineering,Geography,Mathematics & Statistics,Sport Science,History, Philosophy & Theology,Languages, Literature & Linguistics,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Computer Science,Veterinary Science,Agriculture & Forestry",FALSE,FALSE,FALSE,,,0,0,46837,52,48,141,2532
1618,Federal Rural University of Pernambuco,9.7–22.7,16180,25,1004,11,1523,19.1,1701,20,1529,23.4,1761,master_account,0,/world-university-rankings/federal-rural-university-pernambuco,,Brazil,"14,347",12.3,0%,49:51:00,Federal Rural University of Pernambuco,"History, Philosophy & Theology,Mathematics & Statistics,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Physics & Astronomy,Computer Science,Veterinary Science,Education,General Engineering,Sport Science,Biological Sciences,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Sociology,Chemistry,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Economics & Econometrics",FALSE,FALSE,FALSE,,,0,0,14347,49,51,1215,1458
